wix-to-hubspot-match-report
Keep;wix_title;wix_url;wix_merke;wix_modell;wix_year;wix_length_ft;wix_sold;wix_updated;match_status;slug_matches;signature_matches;match_details
;Goldfish 28 Tender #064;goldfish-28-tender-%23064;Goldfish;28 Tender;2022;30 fot;sold;2025-11-11;MULTIPLE_SIG_CANDIDATES;0;6;id=351481042122 path=goldfish-30-sport brand=Goldfish model=30 Sport year=2022 status=None act=yes ||| id=351481042124 path=goldfish-30-sport-2 brand=Goldfish model=30 Sport year=2022 status=None act=yes ||| id=351456244951 path=goldfish-28-tender-4 brand=Goldfish model=28 Tender year=2022 status=for-sale act=yes ||| id=351419699407 path=goldfish-28-tender-064 brand=Goldfish model=28 Tender year=2022 status=None act=yes ||| id=351443201246 path=goldfish-x9-expedition brand=Goldfish model=Goldfish X9 Expedition  year=2022 status=None act=yes ||| id=351445109976 path=goldfish-28-tender-8 brand=Goldfish model=28 Tender year=2022 status=None act=yes
;Anytec 860 SPD;anytec-860-spd;Anytec;860 SPD;2015;29 fot;sold;2020-01-15;NO_MATCH_IN_HUBSPOT;0;0;
;Skorgenes 350 Fly;skorgenes-350-fly;Skorgenes;350 Fly;2007;35 fot;sold;2025-12-17;SIGNATURE_MATCH_ONLY;0;1;id=351443263674 path=skorgenes-350-fb brand=Skorgenes model=Skorgenes 350 FB year=2007 status=None act=yes
;Swan 48;swan-48;Swan;48;2000;48 fot;sold;2025-06-11;SIGNATURE_MATCH_ONLY;0;1;id=351417864416 path=swan-48-galatea brand=Swan model=Swan 48 GALATEA year=2000 status=None act=yes
;Capelli Tempest 1000;capelli-tempest-1000;Capelli;Tempest 1000;2020;33 fot;sold;2022-03-02;NO_MATCH_IN_HUBSPOT;0;0;
;Nimbus W9 T-Top Mercury 300;nimbus-w9-t-top-mercury-300;Nimbus;W9 T-Top;2018;31 fot;sold;2025-10-02;MULTIPLE_SIG_CANDIDATES;0;2;id=351443293406 path=nimbus-w9-t-top-2 brand=Nimbus model=T-top year=2018 status=sold act=yes ||| id=351419699397 path=nimbus-365-coupe brand=Nimbus model=Nimbus 365 Coupé year=2018 status=None act=yes
;Nimbus 230R - Bensin;nimbus-230r---bensin;Nimbus;230R;2005;23 fot;sold;2025-07-23;MULTIPLE_SIG_CANDIDATES;0;5;id=351459866835 path=nimbus-300r-9 brand=Nimbus model=300R year=2005 status=sold act=yes ||| id=351456244960 path=24028-nimbus-380-commander brand=Nimbus model=380 Commander year=2005 status=None act=yes ||| id=351443229917 path=nimbus-nova-230-r brand=Nimbus model=230 R year=2005 status=None act=yes ||| id=351479077112 path=nimbus-380-commander-2 brand=Nimbus model=380 Commander year=2005 status=None act=yes ||| id=351443293403 path=nimbus-230r-4 brand=Nimbus model=230R year=2005 status=None act=yes
;Chris-Craft 25 Corsair;chris-craft-25-corsair;Chris-Craft;25 Corsair Heritage Edition;2008;27 fot;sold;2020-02-03;EXACT_SLUG_MATCH;1;0;id=351388463314 path=chris-craft-25-corsair brand=Chris Craft model=Chris-Craft 25 Corsair year=None status=None act=yes
;Windy 37 Grand Mistral;windy-37-grand-mistral;Windy;37 Grand Mistral;2008;37 fot;sold;2025-03-27;MULTIPLE_SIG_CANDIDATES;0;10;id=199292475598 path=23015-windy-37-grand-mistral brand=Windy model=Grand Mistral 37 year=2008 status=for-sale act=no ||| id=351443280115 path=windy-grand-mistral-37 brand=Windy model=Grand Mistral 37 year=2008 status=None act=yes ||| id=351481042118 path=windy-28-ghibli-2 brand=Windy model=Ghibli year=2008 status=None act=yes ||| id=351443214533 path=windy-35-khamsin brand=Windy model=35 Khamsin year=2008 status=None act=yes ||| id=351390253243 path=windy-khamsin-35 brand=Windy model=Windy Khamsin 35 year=2008 status=None act=yes ||| id=351443214556 path=windy-khamsin-2 brand=Windy model=Windy Khamsin1 year=2008 status=None act=yes ||| id=351446910150 path=windy-ghibli-eydehavn brand=Windy model=Windy Ghibli Eydehavn year=2008 status=None act=yes ||| id=351446910185 path=windy-ghibli-2008 brand=Windy model=Windy Ghibli 2008 year=2008 status=None act=yes ||| id=351443090624 path=windy-grand-tornado brand=Windy model=Windy Grand Tornado year=2008 status=None act=yes ||| id=351481095395 path=windy-grand-mistral-37-2 brand=Windy model=Windy Grand Mistral 37 year=2008 status=None act=yes
;Cormate T-27 - 2015;cormate-t-27---2015;Cormate;T-27;2015;28 fot;sold;2020-04-23;SIGNATURE_MATCH_ONLY;0;1;id=351482911947 path=cormate-27-sportmate brand=Cormate model=Cormate 27 Sportmate year=2015 status=None act=yes
X;Scand Baltic 29;scand-baltic-29;Scand;Baltic 29;2005;29 fot;sold;2025-06-28;EXACT_SLUG_PLUS_SIG_DUPES;1;2;id=351414280421 path=scand-baltic-29 brand=Scand model=Scand Baltic 29 year=None status=None act=yes ||| id=351417864403 path=scand-baltic brand=Scand model=Baltic year=2005 status=None act=yes ||| id=351361856703 path=scand-360-se-2 brand=Scand model=36 SE year=2005 status=None act=yes
X;Nimbus 305 Drophead;nimbus-305-drophead;Nimbus;305 Drophead;2019;33 fot;sold;2023-04-16;EXACT_SLUG_PLUS_SIG_DUPES;1;2;id=351414280417 path=nimbus-305-drophead brand=Nimbus model=Nimbus 305 Drophead year=None status=None act=yes ||| id=351484705016 path=nimbus-t9 brand=Nimbus model=T9 year=2019 status=None act=yes ||| id=351481095392 path=nimbus-c9 brand=Nimbus model=Nimbus C9 year=2019 status=None act=yes
;1912 Anker & Jensen 9mR Flirt IV;1912-anker-%26-jensen-9mr-flirt-iv;Anker & Jensen;9mR Flirt IV;1912;47 fot;sold;2025-06-24;NO_MATCH_IN_HUBSPOT;0;0;
;Storebro 430 Biscay;storebro-430-biscay;Storebro;430 Biscay;1997;43 fot;;2025-10-02;SIGNATURE_MATCH_ONLY;0;1;id=351443262696 path=storebro-430-biscay-royal-cruiser brand=Storebro model=430 Biscay year=1997 status=None act=yes
;Beneteau MC5;beneteau-mc5;Beneteau;Monte Carlo 5;2015;50 fot;sold;2023-07-15;MULTIPLE_SIG_CANDIDATES;0;2;id=351482889405 path=22037-beneteau-mc5 brand=Beneteau model=MC5 year=2015 status=None act=yes ||| id=351414280428 path=beneteau-sense-55 brand=Beneteau model=Beneteau Sense 55 year=2015 status=None act=yes
;Grand Banks 52 Europa;grand-banks-52-europa;Grand Banks;52 Europa;2007;56 fot;sold;2025-09-08;SIGNATURE_MATCH_ONLY;0;1;id=351443229926 path=grand-banks-52-heritage brand=Grand Banks model=52 Heritage year=2007 status=None act=yes
;Boston Whaler 190 Outrage;boston-whaler-190-outrage;Boston Whaler;190 Outrage;2011;19 fot;sold;2021-06-30;NO_MATCH_IN_HUBSPOT;0;0;
;Goldfish 38 Sport;goldfish-38-sport;Goldfish;30 Sport;2023;39 fot;;2025-03-27;MULTIPLE_SIG_CANDIDATES;0;6;id=351479119073 path=goldfish-30-sport-2023 brand=Goldfish model=30 Sport year=2023 status=None act=yes ||| id=351484705011 path=goldfish-30-sport-t-top brand=Goldfish model=30 Sport T-Top year=2023 status=None act=yes ||| id=351475307767 path=goldfish-28-bullet brand=Goldfish model=28 Bullet year=2023 status=None act=yes ||| id=351475308734 path=goldfish-28-tender-6 brand=Goldfish model=28 Tender year=2023 status=None act=yes ||| id=351479078079 path=goldfish-23-tender-2023 brand=Goldfish model=Tender 23 year=2023 status=None act=yes ||| id=351443214534 path=goldfish-28-tender-7 brand=Goldfish model=Goldfish 28 Tender year=2023 status=None act=yes
;Chris-Craft 28 Corsair;chris-craft-28-corsair;Chris-Craft;28 Corsair;2008;28 fot;sold;2020-02-03;EXACT_SLUG_MATCH;1;0;id=351443214525 path=chris-craft-28-corsair brand=Chris Craft model=Chris-Craft 28 Corsair year=None status=None act=yes
;Chris-Craft 25 Corsair;chris-craft-25-corsair;Chris-Craft;25 Corsair;2006;27 fot;sold;2020-02-03;EXACT_SLUG_MATCH;1;0;id=351388463314 path=chris-craft-25-corsair brand=Chris Craft model=Chris-Craft 25 Corsair year=None status=None act=yes
X;Nimbus T11;nimbus-t11;Nimbus;T11;2023;40 fot;;2025-03-12;EXACT_SLUG_PLUS_SIG_DUPES;1;1;id=351456244950 path=nimbus-t11 brand=Nimbus model=T11 x-edition year=2023 status=None act=yes ||| id=351443214541 path=nimbus-t8 brand=Nimbus model=T-Top year=2023 status=None act=yes
;Targa 27.1;targa-27.1;Targa;27.1;2017;29 fot;sold;2020-02-03;NO_MATCH_IN_HUBSPOT;0;0;
X;Axopar 25 Cross Bow;axopar-25-cross-bow;Axopar;25 Cross Bow;2023;25 fot;sold;2025-06-11;EXACT_SLUG_PLUS_SIG_DUPES;1;3;id=351475308730 path=axopar-25-cross-bow brand=Axopar model=Axopar 25 Cross Bow year=None status=None act=yes ||| id=351456244958 path=axopar-37-xc-brabus-line brand=Axopar model=37 XC year=2023 status=None act=yes ||| id=351480934646 path=axopar-22 brand=Axopar model=Axopar 22 year=2023 status=None act=yes ||| id=398901501137 path=None brand=Axopar model=28 Cabin  year=2023 status=None act=None
;Bayliner Avanti 4085 Express Cruiser;bayliner-avanti-4085-express-cruiser;Bayliner;Avanti 4085;1999;42 fot;sold;2021-11-10;NO_MATCH_IN_HUBSPOT;0;0;
;Ibiza 811 T Special Edition;ibiza-881-t-special-edition;Ibiza;811 T Special Edition;2019;27 fot;sold;2025-12-17;MULTIPLE_SIG_CANDIDATES;0;4;id=351388463346 path=ibiza-811 brand=Ibiza model=811  year=2019 status=sold act=yes ||| id=351361855717 path=ibiza-811-touring-3 brand=Ibiza model=Ibiza 811 Touring year=2019 status=None act=yes ||| id=351361855733 path=ibiza-770-touring brand=Ibiza model=Ibiza 770 Touring year=2019 status=None act=yes ||| id=351480981726 path=ibiza-811-touring-4 brand=Ibiza model=811 Touring year=2019 status=None act=yes
;Princess 415;princess-415;Princess;415;1989;42 fot;sold;2025-07-23;EXACT_SLUG_MATCH;1;0;id=351417864409 path=princess-415 brand=Princess model=Princess 415 year= status=None act=yes
;Beneteau Gran Turismo 38;beneteau-gran-turismo-38;Beneteau;Gran Turismo 38;2012;40 fot;sold;2024-08-30;MULTIPLE_SIG_CANDIDATES;0;3;id=351481028809 path=22026-beneteau-first-27-seascape brand=Beneteau model=First Seascape year=2012 status=None act=yes ||| id=351456244965 path=beneteau-38-gt-2 brand=Beneteau model=Beneteau 38 GT year=2012 status=None act=yes ||| id=351443214553 path=beneteau-oceanic-37 brand=Beneteau model=Oceanic year=2012 status=None act=yes
X;Nimbus 230R;nimbus-230r;Nimbus;230R;2007;23 fot;sold;2025-06-11;EXACT_SLUG_PLUS_SIG_DUPES;1;4;id=351388463331 path=nimbus-230r brand=Nimbus model=Nimbus 230R year=None status=None act=yes ||| id=351443229934 path=nimbus-230r-3 brand=Nimbus model=Nimbus 230R year=2007 status=None act=yes ||| id=351482911938 path=nimbus-nova-300-mkii brand=Nimbus model=Nimbus Nova 300# MKII year=2007 status=None act=yes ||| id=351443262695 path=nimbus-230r-6 brand=Nimbus model=230R year=2007 status=for-sale act=yes ||| id=351445109982 path=nimbus-38-commander brand=Nimbus model=Nimbus 38 Commander  year=2007 status=None act=yes
;Nimbus 250R MKII;nimbus-250r-mkii;Nimbus;250R MKII;2010;25 fot;sold;2020-03-30;EXACT_SLUG_MATCH;1;0;id=351443141857 path=nimbus-250r-mkii brand=Nimbus model=Nimbus 250R MKII year=None status=None act=yes
;Nimbus 35 Nova HT - 2008;nimbus-35-nova-ht---2008;Nimbus;35 Nova HT;2008;38 fot;sold;2020-04-03;SIGNATURE_MATCH_ONLY;0;1;id=351414280433 path=nimbus-35-nova-2 brand=Nimbus model=Nimbus 35 Nova year=2008 status=None act=yes
;Flipper 760 DC;flipper-760-dc;Flipper;760 DC;2017;25 fot;sold;2020-02-03;SIGNATURE_MATCH_ONLY;0;1;id=351481028815 path=flipper-880-st brand=Flipper model=880 ST year=2017 status=None act=yes
X;Elan Power 35 HT;elan-power-35-ht;Elan;Power 35 HT;2006;36 fot;sold;2025-10-02;EXACT_SLUG_PLUS_SIG_DUPES;1;1;id=351446910173 path=elan-power-35-ht brand=Elan model=Power HT  year=2006 status=sold act=yes ||| id=351484720346 path=elan-37-2 brand=Elan model=37 year=2006 status=None act=yes
;Axopar 28 Open 2019;axopar-28-open-2019;Axopar;28 Open;2019;28 fot;sold;2025-06-11;MULTIPLE_SIG_CANDIDATES;0;5;id=351479119062 path=axopar-28-open-2 brand=Axopar model=28 Open year=2019 status=None act=yes ||| id=351388463336 path=axopar-37-dobbel-cabin brand=Axopar model=Axopar 37 Dobbel Cabin year=2019 status=None act=yes ||| id=351388463338 path=axopar-t-28 brand=Axopar model=Axopar T 28 year=2019 status=None act=yes ||| id=351446910166 path=axopar-t28 brand=Axopar model=T28 year=2019 status=None act=yes ||| id=351419699406 path=axopar-37-cabin brand=Axopar model=37 year=2019 status=None act=yes
;Glastron GS 259;glastron-gs-259;Glastron;GS 259;2006;25 fot;sold;2020-07-15;EXACT_SLUG_MATCH;1;0;id=351443201226 path=glastron-gs-259 brand=Glastron model=Glastron GS 259 year=None status=None act=yes
;Windy 39 Camira;windy-39-camira;Windy;39 Camira;2014;40 fot;;2025-02-28;EXACT_SLUG_PLUS_SIG_DUPES;1;1;id=351414280438 path=windy-39-camira brand=Windy model=Windy 39 Camira year=2014 status=None act=yes ||| id=351479119068 path=windy-camira-39 brand=Windy model=Camira 39 year=2014 status=for-sale act=yes
X;Nimbus W9 T-Top;nimbus-w9-t-top;Nimbus;W9;2020;31 fot;;2025-06-11;EXACT_SLUG_PLUS_SIG_DUPES;1;2;id=351481042113 path=nimbus-w9-t-top brand=Nimbus model=29 year=2020 status=for-sale act=yes ||| id=351443201238 path=nimbus-w9 brand=Nimbus model=W9 year=2020 status=for-sale act=yes ||| id=351443281091 path=nimbus-c9-2 brand=Nimbus model=C9 year=2020 status=None act=yes
;Axopar 37 Sports Cabin;axopar-37-sports-cabin;Axopar;37 Sports Cabin;2018;37 fot;sold;2020-05-21;MULTIPLE_SIG_CANDIDATES;0;6;id=351484720343 path=axopar-28-cabin-3 brand=Axopar model=Axopar 28 Cabin year=2018 status=None act=yes ||| id=351446910169 path=axopar-28-open-4 brand=Axopar model=Axopar 28 Open year=2018 status=None act=yes ||| id=351443089652 path=axopar-37-cross-cabin-2 brand=Axopar model=Axopar 37 Cross Cabin year=2018 status=None act=yes ||| id=351481058532 path=axopar-28-ac-2 brand=Axopar model=Axopar 28 AC year=2018 status=None act=yes ||| id=351482911931 path=axopar-28-ac-3 brand=Axopar model=Axopar 28 AC year=2018 status=None act=yes ||| id=351443280121 path=axopar-37-sun-top brand=Axopar model=Axopar 37 Sun Top  year=2018 status=for-sale act=yes
X;Nimbus 300R;nimbus-300r;Nimbus;300R;2005;30 fot;sold;2019-05-15;EXACT_SLUG_PLUS_SIG_DUPES;1;5;id=351443213556 path=nimbus-300r brand=Nimbus model=Nimbus 300R year=None status=None act=yes ||| id=351459866835 path=nimbus-300r-9 brand=Nimbus model=300R year=2005 status=sold act=yes ||| id=351456244960 path=24028-nimbus-380-commander brand=Nimbus model=380 Commander year=2005 status=None act=yes ||| id=351443229917 path=nimbus-nova-230-r brand=Nimbus model=230 R year=2005 status=None act=yes ||| id=351479077112 path=nimbus-380-commander-2 brand=Nimbus model=380 Commander year=2005 status=None act=yes ||| id=351443293403 path=nimbus-230r-4 brand=Nimbus model=230R year=2005 status=None act=yes
;Sunseeker Manhattan 73;sunseeker-manhattan-73;Sunseeker;Manhattan 73;2013;74 fot;sold;2022-01-24;NO_MATCH_IN_HUBSPOT;0;0;
X;Nimbus 300R;nimbus-300r;Nimbus;300R;2006;30 fot;sold;2022-03-02;EXACT_SLUG_PLUS_SIG_DUPES;1;3;id=351443213556 path=nimbus-300r brand=Nimbus model=Nimbus 300R year=None status=None act=yes ||| id=351479119065 path=nimbus-300r-11 brand=Nimbus model=300R year=2006 status=None act=yes ||| id=351443293421 path=nimbus-nova-42 brand=Nimbus model=Nimbus Nova 42 year=2006 status=None act=yes ||| id=351445109971 path=nimbus-320-coupe-7 brand=Nimbus model=Nimbus 320 Coupe  year=2006 status=None act=yes
X;Goldfish 28 RIB;goldfish-28-rib;Goldfish;28 RIB;2004;30 fot;sold;2021-05-06;EXACT_SLUG_PLUS_SIG_DUPES;1;2;id=351443310790 path=goldfish-28-rib brand=Goldfish model=Goldfish 28 RIB year=None status=None act=yes ||| id=351456244947 path=goldfish-25-rib brand=Goldfish model=25 Rib year=2004 status=None act=yes ||| id=351443262702 path=goldfish-32 brand=Goldfish model=32 year=2004 status=None act=yes
;Nimbus C11;nimbus-c11;Nimbus;C11;2021;41 fot;;2023-05-30;MULTIPLE_SIG_CANDIDATES;0;2;id=351481028826 path=23018-nimbus-c11 brand=Nimbus model=C11 year=2021 status=None act=yes ||| id=385637638360 path=None brand=Nimbus model=T8 T-Top year=2021 status=new-arrival act=None
;M/Y In Excess;m%2Fy-in-excess;Lowland;Netship 100;1990;97 fot;sold;2025-04-23;NO_MATCH_IN_HUBSPOT;0;0;
;Goldfish 30 Sport - 2022;goldfish-30-sport---2022;Goldfish;30 Sport;2022;32 fot;sold;2024-04-10;MULTIPLE_SIG_CANDIDATES;0;6;id=351481042122 path=goldfish-30-sport brand=Goldfish model=30 Sport year=2022 status=None act=yes ||| id=351481042124 path=goldfish-30-sport-2 brand=Goldfish model=30 Sport year=2022 status=None act=yes ||| id=351456244951 path=goldfish-28-tender-4 brand=Goldfish model=28 Tender year=2022 status=for-sale act=yes ||| id=351419699407 path=goldfish-28-tender-064 brand=Goldfish model=28 Tender year=2022 status=None act=yes ||| id=351443201246 path=goldfish-x9-expedition brand=Goldfish model=Goldfish X9 Expedition  year=2022 status=None act=yes ||| id=351445109976 path=goldfish-28-tender-8 brand=Goldfish model=28 Tender year=2022 status=None act=yes
;Windy 28 Ghibli KAD 300;windy-28-ghibli-kad-300;Windy;28 Ghibli;2004;28 fot;sold;2025-08-08;MULTIPLE_SIG_CANDIDATES;0;5;id=351484705002 path=windy-28-ghibli-3 brand=Windy model=28 Ghibli year=2004 status=None act=yes ||| id=351390253244 path=windy-grand-mistral brand=Windy model=Grand Mistral year=2004 status=None act=yes ||| id=351443214557 path=windy-grand-mistral-2 brand=Windy model=Windy Grand Mistral year=2004 status=None act=yes ||| id=351480935616 path=windy-khamsin-34 brand=Windy model=Windy Khamsin 34 year=2004 status=None act=yes ||| id=351443310813 path=windy-khamsin-34-4 brand=Windy model=Windy Khamsin 34 year=2004 status=None act=yes
;Nordkapp Grand Coupe 905 - 2x300HK;nordkapp-grand-coupe-905---2x300hk;Nordkapp;Grand Coupe 905;2020;30 fot;sold;2025-10-02;MULTIPLE_SIG_CANDIDATES;0;2;id=351481042112 path=nordkapp-605-enduro-r brand=Nordkapp model=Nordkapp 605 Enduro R year=2020 status=None act=yes ||| id=351446935756 path=nordkapp-905-gran-coupe brand=Nordkapp model=905 Gran Coupe year=2020 status=None act=yes
;Dufour 385 Grand Large;dufour-385-grand-large;Dufour;385 Grand Large;2005;38 fot;sold;2021-11-10;NO_MATCH_IN_HUBSPOT;0;0;
;Pershing 64;pershing-64;Pershing;64;2009;64 fot;sold;2019-05-15;EXACT_SLUG_MATCH;1;0;id=351443214523 path=pershing-64 brand=Pershing model=Pershing 64 year=None status=None act=yes
;Goldfish 38 SuperSport #023;goldfish-38-supersport-%23023;Goldfish;38 SuperSport;2019;38 fot;;2025-05-04;MULTIPLE_SIG_CANDIDATES;0;2;id=351479077102 path=goldfish-38-supersport-023 brand=Goldfish model=38 Supersport year=2019 status=for-sale act=yes ||| id=351446935757 path=goldfish-23-tender-7 brand=Goldfish model=Goldfish 23 Tender year=2019 status=None act=yes
